Date;bitcoin;ethereum;ripple;eos;litecoin;bitcoin-cash;binance-coin;stellar;tether;cardano;tron;bitcoin-sv;monero;iota;dash;maker;ontology;neo;ethereum-classic;tezos;nem;zcash;vechain;basic-attention-token;waves;usd-coin;dogecoin;omisego;qtum;crypto-com-chain;bitcoin-gold;ravencoin;trueusd;lisk;decred;chainlink;0x;zilliqa;augur;maximine-coin;bitshares;icon;holo;digibyte;bytecoin-bcn;steem;nano;bittorrent;bitcoin-diamond;enjin-coin;paxos-standard-token;huobi-token;aeternity;kucoin-shares;komodo;verge;bytom;siacoin;pundi-x;iostoken;theta;stratis;aurora;abbc-coin;dai;golem-network-tokens;status;ardor;populous;project-pai;insight-chain;ark;mixin;repo;gxchain;factom;cryptonex;revain;gemini-dollar;hypercash;digitex-futures;maidsafecoin;decentraland;wax;waykichain;crypto-com;electroneum;waltonchain;loom-network;pivx;zcoin;qash;loopring;thorecoin;aelf;nuls;qubitica;power-ledger;aion;moac;blocknet;ion;crown;diamond;sibcoin;monetaryunit;bitsend;neoscoin;transfercoin;korecoin;exclusivecoin;hexx;bulwark
"	2017-11-07 ";7144.38;294.66;0.210354;0.951407;61.3;616.3;1.81;0.030699;1.01;0.022195;0.002184;;99.76;0.383096;293.38;286.03;;26.23;13.92;1.72;0.180246;240.87;;0.141934;3.69;;0.001177;6.33;11.21;;153.35;;;5.19;29.33;0.177539;0.201199;;17.04;;0.065026;1.41;;0.008563;0.001192;0.86357;0.099578;;;0.01933;;;0.370073;0.675723;2.76;0.007485;0.11675;0.003682;;;;3.02;;;;0.194727;0.030111;0.1964;4.21;;;2.57;;;3;16.54;1.24;0.083864;;9.67;;0.379993;0.013552;;;5.74;0.048108;4.91;;2.84;15.18;;0.155454;;;0.179749;;0.180334;0.628758;;19.96;1.06;1.43;9.27;1.08;0.098298;0.578197;2.49;2.06;3.62;1.26;;
"	2017-11-08 ";7459.69;309.07;0.217437;1.13;62.57;622.46;2.03;0.033763;1.01;0.025186;0.002338;;113.32;0.475925;316.33;316.92;;30.67;14.02;1.62;0.194292;250.6;;0.149248;4.5;;0.001222;7.7;11.91;;139.39;;;6.05;31.58;0.213909;0.219013;;18.38;;0.067927;1.32;;0.009417;0.001292;0.954058;0.109709;;;0.020906;;;0.416063;0.742394;2.83;0.007851;0.129785;0.003962;;;;3.53;;;;0.206634;0.031712;0.20432;5.1;;;2.93;;;2.69;16.99;1.28;0.092193;;10.63;;0.448896;0.014112;;;6.09;0.044794;6.63;;3.38;17.08;;0.167451;;;0.633672;;0.179846;0.73862;;28.52;1.11;1.41;9.31;1.25;0.110183;0.611587;2.54;2.11;3.81;1.3;;
"	2017-11-09 ";7143.58;320.88;0.217488;1.18;64.27;654.3;1.99;0.039946;1.01;0.032053;0.002344;;120.78;0.535435;326.01;295.73;;31.9;14.21;1.71;0.220927;262;;0.160317;4.91;;0.001415;8.03;11.94;;156.66;;;6.45;33.06;0.223969;0.23055;;19.12;;0.082825;1.22;;0.011019;0.001268;0.988873;0.146803;;;0.024219;;;0.490982;0.708345;2.71;0.007463;0.126844;0.005046;;;;3.75;;;;0.21536;0.032822;0.234459;6.4;;;3.28;;;2.56;21.28;1.24;0.079204;;11.45;;0.46365;0.01513;;;7.3;0.039809;6.19;;3.39;18.23;;0.165387;;;0.911958;;0.18739;0.76124;;28.22;1.26;1.5;9.88;1.23;0.116283;0.688021;2.57;2.03;4.01;1.35;;
"	2017-11-10 ";6618.14;299.25;0.206483;1.03;59.26;1007.42;1.8;0.033073;1.01;0.027119;0.002013;;105.59;0.504601;329.57;298.9;;28.18;14.6;1.56;0.192903;237.88;;0.139639;4.24;;0.001163;7.01;11.29;;213.4;;;5.64;30.27;0.187602;0.19722;;17.69;;0.074902;0.916497;;0.008958;0.001358;0.88047;0.122729;;;0.019762;;;0.398245;0.643426;2.24;0.006466;0.116036;0.004225;;;;3.2;;;;0.197376;0.029462;0.240588;6.19;;;2.88;;;2.32;17.54;1.17;0.106858;;10.42;;0.410536;0.01294;;;5.9;0.031691;5.31;;3.3;15.04;;0.150365;;;0.615093;;0.174357;0.705463;;22.66;1.06;1.31;8.56;1.37;0.105382;0.648764;2.36;1.76;3.44;1.24;;
"	2017-11-11 ";6357.6;314.68;0.21043;1.16;62.3;1340.45;1.67;0.033053;1.01;0.027437;0.002003;;119.62;0.621817;346.06;309.36;;28.53;19.42;1.58;0.192428;253.6;;0.137147;4.12;;0.001201;7.3;11.65;;427.14;;;5.78;30.71;0.17977;0.197162;;18.21;;0.082099;1.05;;0.009039;0.001237;0.921045;0.124645;;;0.019978;;;0.406436;0.617541;2.11;0.006238;0.133063;0.004386;;;;3.3;;;;0.198331;0.028731;0.215425;6.31;;;2.89;;;2.2;19.98;1.3;0.070852;;10.44;;0.401751;0.011979;;;5.84;0.028601;5.2;;3.36;14.94;;0.162316;;;0.70803;;0.165206;0.675031;;21.71;1.07;1.3;8.01;1.28;0.097398;0.626303;2.37;1.63;3.48;1.11;;
"	2017-11-12 ";5950.07;307.91;0.197339;1.09;59.01;1388.86;1.52;0.028182;1.01;0.023977;0.001783;;123.86;0.593716;536.12;290.98;;26.96;15.18;1.48;0.180406;288.67;;0.124914;3.7;;0.001038;6.59;11.11;;282.41;;;5.5;29.42;0.170898;0.1879;;17.45;;0.079113;1.04;;0.00762;0.001201;0.82876;0.121887;;;0.018245;;;0.376291;0.555259;1.88;0.005454;0.118827;0.003753;;;;2.88;;;;0.189421;0.026124;0.219978;6.6;;;2.56;;;2.03;16.18;0.938893;0.070424;;14.5;;0.391846;0.010505;;;4.98;0.024541;4.5;;2.98;14.08;;0.130133;;;0.545519;;0.146313;0.702282;;19.63;0.937964;1.15;7.86;1.12;0.083127;0.559585;2.1;1.46;2.93;0.978236;;
"	2017-11-13 ";6559.49;316.72;0.203442;1.18;61.4;1353.99;1.69;0.030656;1.01;0.025808;0.002112;;123.4;0.591634;427.37;292.38;;28.4;16.11;1.46;0.192662;265.45;;0.14345;4.4;;0.001211;7.57;11.42;;249.22;;;6.34;31.79;0.183071;0.19685;;18.23;;0.081149;0.957364;;0.008461;0.001036;0.922813;0.129536;;;0.02399;;;0.392801;0.581123;2.05;0.006124;0.114384;0.003976;;;;3.22;;;;0.204708;0.028095;0.192194;8.46;;;2.92;;;2.22;16.81;1.09;0.082099;;15.85;;0.404351;0.01133;;;6.45;0.040773;5.23;;3.18;18.98;;0.142889;;;1.05;;0.175871;0.768962;;22.57;1.07;1.23;8.73;1.26;0.09352;0.633431;2.61;1.63;3.23;1.16;;
"	2017-11-14 ";6635.75;337.63;0.209825;1.67;62.68;1273.53;1.59;0.036374;1.01;0.02623;0.002485;;122.35;0.610332;427.54;248.49;;29.73;17.87;1.56;0.194469;271.44;;0.147691;5.03;;0.001184;7.84;11.6;;159.94;;;7.1;34.32;0.188114;0.199258;;18.86;;0.083756;1.06;;0.009144;0.001152;0.940148;0.137877;;;0.028689;;;0.389868;0.548587;2.16;0.006213;0.110611;0.004163;;;;3.61;;;;0.211439;0.028262;0.206529;8.7;;;3.2;;;2.18;17.86;1.06;0.085288;;15.22;;0.410179;0.011419;;;6.17;0.037016;5.28;;3.14;22.85;;0.137053;;;0.807821;;0.275913;0.81913;;21.8;1.09;1.26;8.74;1.27;0.096331;0.720582;2.61;1.66;3.38;1.14;;
"	2017-11-15 ";7315.54;333.36;0.212956;1.67;63.82;1212.4;1.53;0.037053;1;0.026445;0.002322;;121.37;0.785823;424.41;256.06;;29.35;17.55;1.61;0.193879;290.57;;0.143508;5.05;;0.001339;7.72;11.72;;161.69;;;8.45;34.35;0.186138;0.197774;;19.22;;0.089525;1;;0.009155;0.001128;0.951673;0.149635;;;0.024687;;;0.40117;0.555834;2.35;0.006539;0.107864;0.004143;;;;3.73;;;;0.21397;0.029994;0.224476;8.97;;;3.18;;;2.06;19.37;1.2;0.109359;;19.85;;0.399901;0.012002;;;6.15;0.036125;5.17;;3.22;22.22;;0.145176;;;0.735744;;0.2487;0.825692;;22.66;1.13;1.32;8.89;1.32;0.105342;0.972604;2.62;1.71;3.45;1.17;;
"	2017-11-16 ";7871.69;330.92;0.227107;1.65;71.06;900.78;1.58;0.037234;1;0.02758;0.002209;;120.31;0.823941;418.18;273.95;;28.7;16.88;1.66;0.196787;294.91;;0.167167;4.76;;0.00139;7.16;12.89;;140.78;;;8.41;32.64;0.169761;0.190098;;19.78;;0.083372;1.04;;0.009468;0.00123;0.92546;0.164837;;;0.021007;;;0.407759;0.645261;2.32;0.00637;0.111885;0.00405;;;;3.31;;;;0.209876;0.028752;0.229508;9.27;;;3.12;;;2.24;19.05;1.25;0.142069;;18.8;;0.38641;0.011793;;;5.53;0.038585;4.72;;3.08;23.16;;0.132924;;;0.789569;;0.245255;0.749103;;21.22;1.25;1.4;9.3;1.33;0.109299;0.840709;2.59;1.75;3.2;1.2;;
"	2017-11-17 ";7708.99;332.39;0.226581;1.75;67.57;1185.48;1.51;0.035572;1;0.025773;0.001984;;126.7;0.792462;424.98;274.4;;40.5;17.24;1.65;0.192635;291.19;;0.160654;4.78;;0.001313;7.58;13.37;;152.02;;;8.28;32.04;0.159649;0.183124;;19.26;;0.092466;0.975336;;0.009163;0.001249;0.894508;0.151518;;;0.019295;;;0.42643;0.611706;2.14;0.0061;0.108486;0.004014;;;;3.36;;;;0.207861;0.027738;0.229099;9.29;;;3.03;;;2.15;18.38;1.3;0.154506;;21.2;;0.382131;0.012028;;;5.25;0.033382;4.7;;2.95;22.04;;0.154047;;;0.666624;;0.257452;0.769519;;20.74;1.21;1.35;8.86;1.24;0.107951;0.841828;2.38;1.58;3.02;1.17;;
"	2017-11-18 ";7790.15;347.61;0.228627;1.93;69.64;1254.53;1.67;0.036583;1;0.026369;0.002028;;130.8;0.823032;454.74;251.15;;42.74;17.72;1.69;0.196271;298.15;;0.162501;5.3;;0.001373;7.95;14.02;;155.73;;;9.28;34.82;0.170872;0.204693;;19.74;;0.100355;0.978447;;0.009051;0.001202;0.917951;0.150465;;;0.020883;;;0.510966;0.654619;2.31;0.006091;0.115495;0.004058;;;;3.5;;;;0.210481;0.028896;0.22797;10.02;;;3.22;;;2.25;18.55;1.26;0.164611;;20.78;;0.393192;0.013019;;;5.68;0.03247;5.06;;3.01;24.34;;0.184065;;;0.764769;;0.305011;0.813248;;22.09;1.17;1.34;9.99;1.25;0.105631;0.876664;2.64;1.81;3.27;1.16;;
"	2017-11-19 ";8036.49;354.39;0.231016;1.88;71.59;1172.05;1.61;0.036566;1;0.028084;0.002002;;129.48;0.864638;442.31;248.32;;39.75;17.92;1.72;0.201947;299.33;;0.161358;5.12;;0.001376;7.82;14.03;;135.69;;;9.74;35.06;0.162354;0.197092;;20.2;;0.102424;1;;0.009131;0.001261;0.911719;0.148427;;;0.023578;;;0.529227;0.625842;2.32;0.006125;0.115123;0.004267;;;;3.46;;;;0.219314;0.028774;0.238167;9.41;;;3.18;;;2.27;18.88;1.23;0.178796;;19.22;;0.396127;0.013099;;;5.58;0.032777;4.91;;3.04;23.14;;0.189565;;;0.847398;;0.414196;0.868525;;23.3;1.21;1.29;9.93;1.27;0.103889;0.824732;3.25;1.81;3.11;1.16;;
"	2017-11-20 ";8200.64;366.73;0.238759;1.99;72.25;1236.01;1.62;0.038121;1;0.029581;0.002134;;135.76;0.966548;486.54;272.45;;35.64;18.39;1.75;0.213041;302.17;;0.157709;5.27;;0.001394;8.03;14.77;;236.37;;;9.77;34.04;0.162183;0.201159;;20.99;;0.126175;0.964074;;0.008747;0.001293;0.908268;0.150265;;;0.022891;;;0.55634;0.658254;2.43;0.005693;0.115654;0.004286;;;;3.48;;;;0.219278;0.034065;0.24196;9.6;;;3.13;;;2.33;19.39;1.32;0.163599;;18.28;;0.388147;0.013047;;;5.58;0.030343;5;;2.9;25.82;;0.197336;;;0.862408;;0.559726;0.892454;;22.25;1.23;1.23;10.01;1.32;0.112077;0.926718;3.09;1.92;3.05;1.07;;
"	2017-11-21 ";8071.26;360.4;0.233271;1.9;70.03;1176.97;1.57;0.037668;0.996047;0.02833;0.002143;;141.74;0.888499;494.21;279.92;;34.36;17.8;1.72;0.202712;290.64;;0.15469;5.19;;0.001389;7.65;14.15;;267.21;;;9.68;34.14;0.154972;0.194747;;21.13;;0.143889;1.05;;0.00899;0.001281;0.891775;0.140725;;;0.021693;;;0.602072;0.625799;2.38;0.006059;0.109343;0.004412;;;;3.46;;;;0.217997;0.035053;0.263496;10.16;;;3.09;;;2.28;19.79;1.3;0.162836;;17.56;;0.409268;0.013202;;;5.27;0.029126;4.69;;2.97;32.35;0.503455;0.170324;;;0.741822;;0.637127;0.860091;;20.82;1.23;1.3;9;1.31;0.114235;1.01;2.86;1.86;3.13;0.97823;;
"	2017-11-22 ";8253.55;380.65;0.238859;1.89;71.89;1303.31;1.61;0.042299;1;0.028549;0.002302;;165.95;0.89957;578.85;326.19;;35.86;17.99;2.32;0.203891;319.73;;0.167282;5.29;;0.001823;7.94;14.2;;241.72;;;8.57;40.42;0.168515;0.229269;;25.12;;0.137132;1.09;;0.009586;0.001302;1.01;0.148447;;;0.022712;;;0.723606;0.59003;2.42;0.005755;0.117212;0.005391;;;;3.73;;;;0.231549;0.035135;0.268989;10.09;;;3.11;;;2.75;22.92;1.54;0.188052;;16.75;;0.424966;0.013578;;;5.36;0.029213;4.68;;3.05;38.5;0.462559;0.176455;;;0.678658;;0.840146;0.798101;;21.94;1.24;1.34;9.24;1.47;0.130751;1.03;3.09;1.89;3.71;1.05;;
"	2017-11-23 ";8038.77;410.17;0.242402;1.89;73.22;1683.81;1.55;0.040535;0.994631;0.027444;0.002105;;158.61;0.793487;566.68;347.44;;34.9;18.23;2.02;0.201437;311.55;;0.158281;5.19;;0.001891;7.72;13.95;;293.61;;;7.49;42.97;0.164384;0.216585;;25.77;;0.139836;1.01;;0.009414;0.001558;0.959156;0.150802;;;0.024115;;;0.790392;0.559698;2.49;0.005385;0.114827;0.005275;;;;4;;;;0.230846;0.031725;0.297881;9.79;;;2.99;;;2.54;21.84;1.55;0.175684;;16.09;;0.467958;0.01384;;;5.72;0.029016;4.37;;3.04;34.91;0.49792;0.172331;;;0.574498;;0.745673;0.819596;;21.17;1.23;1.33;9.31;1.39;0.145669;0.946235;3.24;1.74;3.86;1.02;;
"	2017-11-24 ";8253.69;474.91;0.244642;1.88;77.97;1648.51;1.72;0.040193;1;0.028382;0.002025;;160.03;0.786914;566.64;401.83;;34.79;21.45;1.98;0.209109;346.36;;0.160319;5.23;;0.001908;7.61;14.43;;394.22;;;7.89;48.18;0.192921;0.234195;;28.55;;0.13427;1.1;;0.010135;0.001758;0.94505;0.158152;;69.3;0.023288;;;0.579407;0.564021;2.44;0.00543;0.10782;0.005052;;;;4.25;;;;0.246793;0.031571;0.279408;11.5;;;3.07;;;2.87;22.12;1.87;0.183641;;18.64;;0.455804;0.015914;;;5.77;0.028161;4.9;;3.05;36.24;0.668625;0.201042;;;0.589494;;0.794307;1.49;;21.57;1.25;1.6;8.91;1.44;0.139021;0.930948;3.19;1.71;3.79;1.04;;
"	2017-11-25 ";8790.92;466.28;0.252393;2.05;88.82;1571.27;1.87;0.043639;1.01;0.030447;0.002048;;168.44;0.806117;643.57;395.26;;38.13;21.71;2.03;0.218506;344.7;;0.165884;5.35;;0.002072;8.72;14.49;;356.04;;;8.04;49.96;0.180959;0.228617;;28.34;;0.133966;1.19;;0.010392;0.001582;1.05;0.169642;;94.22;0.022857;;;0.592756;0.560301;2.63;0.005604;0.106942;0.005387;;;;4.79;;;;0.253609;0.035323;0.264949;12.15;;;3.18;;;2.95;23.34;1.82;0.196017;;19.06;;0.478385;0.01553;;;6.21;0.02738;5.21;;3.26;37.41;0.721115;0.214214;;;0.608633;;0.789455;1.16;;23.42;1.3;1.61;8.73;1.44;0.147188;0.909023;3.55;1.79;3.83;1.08;;
"	2017-11-26 ";9330.55;471.33;0.248818;2.46;85.93;1735.66;1.85;0.048896;1.01;0.036332;0.002138;;163.37;0.841932;621.62;404.79;;38.44;22.22;2.17;0.213886;340.14;;0.179284;5.68;;0.002026;8.49;14.79;;366.79;;;7.51;61.73;0.182888;0.226367;;27.21;;0.136213;1;;0.010722;0.001641;1.1;0.174298;;66.12;0.024315;;;0.567398;0.559883;2.95;0.006802;0.104591;0.005588;;;;4.56;;;;0.274905;0.03601;0.278057;11.58;;;3.51;;;3.04;22.91;2.12;0.207726;;20.58;;0.454489;0.015593;;;6.25;0.033227;5.2;;3.51;35.68;0.751201;0.206796;;;0.675202;;0.762319;1.16;;23.25;1.42;1.64;9.47;1.53;0.145989;0.912286;3.62;1.79;4.09;1.09;;
"	2017-11-27 ";9818.35;480.36;0.253927;2.86;91.6;1622.57;1.94;0.059843;1;0.050593;0.002062;;173.39;1.04;632.3;421.46;;40.13;25.75;2.17;0.226282;347.51;;0.186623;5.65;;0.001988;9.49;14.79;;359.24;;;7.89;60.04;0.184168;0.233117;;28.78;;0.151971;1.45;;0.011833;0.001679;1.18;0.17791;;65.89;0.027752;;;0.556779;0.518438;3.15;0.006534;0.12782;0.006325;;;;5.38;;;;0.330351;0.039327;0.327665;11.38;;;3.8;;;2.96;22.88;2.21;0.213445;;19.89;;0.494142;0.017101;;;6.96;0.033695;6.38;;3.78;38.06;1.16;0.217379;;;0.614537;;0.672835;1.22;;25.19;1.49;1.61;9.85;1.57;0.146244;0.894184;3.56;1.77;4.51;1.44;;
"	2017-11-28 ";10058.8;472.9;0.299152;2.75;96.03;1546.18;1.92;0.081415;1;0.119744;0.002308;;203.21;1.5;626.42;382.07;;38.08;33.98;2.13;0.248682;371.24;;0.195462;5.93;;0.002363;9.39;15.49;;329.78;;;7.79;56;0.176424;0.225542;;28.56;;0.175528;1.62;;0.013182;0.00175;1.15;0.225527;;54.47;0.025647;;;0.544577;0.482498;3.15;0.00633;0.128041;0.006481;;;;6.47;;;;0.345754;0.053713;0.342233;11.03;;;3.45;;;2.9;23.66;2.09;0.222669;;19.55;;0.558838;0.018012;;;6.92;0.035385;5.61;;4.32;42.84;1.37;0.225501;;;0.588503;;0.630541;1.89;;24.03;1.53;1.39;10.58;1.62;0.142409;0.870671;3.8;2.17;5.52;1.38;;
"	2017-11-29 ";9888.61;427.52;0.243064;2.71;85.57;1359.71;1.75;0.064424;0.990606;0.089718;0.002068;;168.15;1.25;677.4;327.54;;32.28;25.42;2.06;0.218286;306.07;;0.151431;5.17;;0.00208;7.95;12.45;;295.41;;;6.9;48.94;0.145255;0.190781;;24.28;;0.135587;1.1;;0.011276;0.001768;0.935901;0.19479;;45.14;0.021382;;;0.525856;0.448891;2.43;0.005435;0.110031;0.005427;;;;4.82;;;;0.263486;0.043419;0.360362;9.7;;;2.88;;;2.59;19.58;2.21;0.216942;;16.3;;0.456551;0.015028;;;5.55;0.042315;5.11;;3.46;38.19;1.17;0.178603;;;0.483502;;0.525557;1.7;;20.54;1.29;1.3;9.91;1.6;0.128762;0.772556;3.46;1.89;3.98;1.06;;
"	2017-11-30 ";10233.6;447.11;0.250878;2.85;88.33;1389.78;2;0.072871;1.01;0.119883;0.002244;;180.14;1.33;786.93;381.36;;32.96;28.19;2.19;0.226677;308.49;;0.159573;4.88;;0.002079;8.13;12.95;;304.64;;;7.5;56.64;0.170461;0.188614;;26.01;;0.13571;1.35;;0.011307;0.001573;1;0.207305;;47.93;0.022968;;;0.541153;0.45514;2.62;0.005612;0.108253;0.005456;;;;5.36;;;;0.290002;0.04949;0.297123;10.28;;;3.1;;;2.84;23.39;2.23;0.211173;;16.01;;0.472199;0.015271;;;5.84;0.044264;6.7;;3.76;36.59;1.29;0.207323;;;0.512899;;0.659411;1.71;;21.29;1.27;1.33;11.03;1.66;0.15041;0.781015;3.41;2.19;4.09;1.23;;
"	2017-12-01 ";10975.6;466.54;0.255699;3.24;99;1462.68;2.07;0.089883;1.01;0.131352;0.002118;;190.94;1.45;797.53;376.92;;35.84;31.2;2.42;0.239571;335.98;;0.176916;5.8;;0.002148;8.9;13.16;;311.64;;;7.73;58.41;0.177823;0.201924;;26.67;;0.147392;1.46;;0.012258;0.001596;1.08;0.229322;;51.81;0.024781;;;0.552976;0.495078;2.74;0.006196;0.115894;0.005921;;;;5.65;;;;0.317759;0.067138;0.305943;12.35;;;3.44;;;2.97;23.23;2.62;0.224007;;16.9;;0.495642;0.016067;;;6.27;0.054272;8.42;;4.1;37.9;1.16;0.234575;;;0.530721;;0.699235;1.55;;23.23;1.38;1.47;11.4;1.89;0.158393;0.906324;3.58;2.5;4.29;1.51;;
"	2017-12-02 ";11074.6;463.45;0.255492;3.92;100.28;1434.98;2.08;0.093816;0.999654;0.132351;0.002073;;203.03;1.44;778.43;373.4;;35.07;30.8;2.49;0.252322;329.3;;0.169221;6.11;;0.002149;9.31;13;;299.07;;;7.7;55.41;0.207898;0.211218;;29.32;;0.137244;1.62;;0.012344;0.001726;1.2;0.237844;;47.24;0.026994;;;0.580648;0.469902;2.78;0.00614;0.114368;0.006801;;;;5.91;;;;0.313762;0.075293;0.349104;12.61;;;3.65;;;2.86;22.43;3.62;0.225265;;17.63;;0.502538;0.017071;;;6.14;0.056482;9.63;;4.45;37.99;1.07;0.256766;;;0.491734;;0.702054;1.51;;22.5;1.42;1.41;11.35;1.83;0.152116;0.907062;3.71;2.59;4.32;1.42;;
"	2017-12-03 ";11323.2;465.85;0.252558;3.61;101.26;1559.93;2.23;0.089035;1;0.131807;0.002116;;200.05;1.88;768.88;403.03;;36.62;30.46;2.72;0.275915;322.81;;0.170244;6.2;;0.002223;9.43;13.15;;320.66;;;7.74;53.74;0.230629;0.211341;;35.46;;0.144446;1.55;;0.013596;0.00191;1.22;0.293032;;47.37;0.025311;;;0.611477;0.429029;2.82;0.006723;0.119593;0.008557;;;;6.12;;;;0.315767;0.074194;0.431139;13;;;4.04;;;2.83;23.11;3.1;0.22833;;18.13;;0.532824;0.017131;;;6.7;0.069067;9.4;;5.34;37.71;0.916937;0.285496;;;0.548473;;0.708239;1.49;;21.96;1.43;1.46;11.46;1.89;0.165045;0.963042;4.29;2.78;5.3;1.42;;
"	2017-12-04 ";11657.2;470.2;0.253571;4.03;104.24;1576.92;2.49;0.09761;1;0.13587;0.002144;;210.24;2.76;774.01;396.23;;42.17;30.4;2.67;0.285884;330.51;;0.19244;6.69;;0.002463;10.51;13.62;;328.38;;;8.77;58.27;0.229581;0.223559;;37.22;;0.178372;1.16;;0.017623;0.001995;1.43;0.37402;;46.77;0.026218;;;0.595969;0.487931;3.34;0.007803;0.122676;0.010973;;;;7.48;;;;0.360312;0.076227;0.474226;13.62;;;4.19;;;2.8;23.88;3.25;0.254501;;17.36;;0.582423;0.018302;;;12.8;0.086897;9.2;;5.45;40.35;0.991665;0.313792;;;0.763345;;0.74066;1.54;;25.24;1.57;1.54;12.31;2.07;0.188923;1.13;4.39;3.22;5.47;1.56;;
"	2017-12-05 ";11916.7;463.28;0.246101;4.24;102.4;1501.85;2.6;0.123523;1;0.127488;0.002085;;269.48;3.84;756.36;396.35;;38.82;30.39;2.8;0.301329;323.39;;0.224739;7.43;;0.002479;10.08;13.08;;304.68;;;9.94;56.06;0.313877;0.218572;;35.58;;0.170421;1.58;;0.015606;0.00212;1.46;0.387276;;42.99;0.027588;;;0.590182;0.542082;3.38;0.007733;0.124809;0.009462;;;;7.46;;;;0.357176;0.072761;0.574842;14.37;;;4.64;;;2.66;25.51;3.53;0.316202;;16.41;;0.628248;0.023365;;;13.75;0.108827;9.1;;5.21;46.96;0.979884;0.281937;;;0.723617;;0.688834;1.59;;23.45;1.94;1.75;13.17;2.39;0.207783;1.09;4.94;4.46;5.5;1.64;;
"	2017-12-06 ";14291.5;428.59;0.232544;4.55;100.35;1430.1;2.59;0.151622;1.01;0.117839;0.003055;;278.68;4.36;700.07;361.19;;35.16;27.86;3.31;0.270295;338.87;;0.206024;8.43;;0.002663;8.64;11.96;;279.89;;;8.49;50.4;0.29157;0.259519;;30.89;;0.176051;1.75;;0.016181;0.002374;1.28;0.631483;;38.16;0.035844;;;0.61298;0.543851;2.9;0.007999;0.195308;0.008539;;;;7.56;;;;0.339883;0.065809;0.571476;17.73;;;4.19;;;2.61;22.61;4.25;0.363451;;15.23;;0.541582;0.058784;;;11.09;0.084295;8.44;;4.71;47.17;0.916724;0.248612;;;0.968369;;0.611669;2.27;;24.76;1.94;1.72;15.84;2.42;0.301884;1.05;4.78;3.99;4.84;1.67;;
"	2017-12-07 ";17899.7;434.41;0.222823;3.99;98.29;1330.93;2.78;0.133046;1.03;0.105501;0.004275;;280.86;4.14;697.9;358.64;;34.86;26.82;3.78;0.236283;308.39;;0.173906;8.52;;0.00272;7.85;12.56;;251.64;;;7.36;50.29;0.260064;0.26313;;27.72;;0.174088;1.9;;0.014084;0.002373;2.05;0.639642;;35.98;0.052062;;;0.613694;0.475875;3.38;0.008828;0.1639;0.008135;;;;8.84;;;;0.292759;0.055791;0.505507;18.03;;;3.7;;;2.59;19.48;5.13;0.454664;;14.55;;0.497965;0.060585;;;10.29;0.091313;7.78;;4.12;40.74;0.777056;0.217126;;;0.902773;;0.505571;2.12;;22.7;2.05;1.87;16.36;2.25;0.230809;1.18;4.76;3.91;4.92;1.32;;
"	2017-12-08 ";16569.4;456.03;0.252125;4.29;124.85;1464.13;2.83;0.13726;1.02;0.115465;0.004394;;276.74;5.01;726.67;402.77;;36.27;30.05;3.82;0.639449;328.08;;0.186056;8.4;;0.002779;8.45;12.79;;261.16;;;8.06;56.87;0.245226;0.267595;;29.97;;0.184835;1.78;;0.014212;0.002748;1.94;0.661267;;35.56;0.042106;;;0.638163;0.497848;3.38;0.008793;0.174328;0.008388;;;;9.02;;;;0.323927;0.063043;0.556669;26.6;;;3.96;;;2.54;20.37;4.36;0.429685;;14.74;;0.51506;0.05074;;;11.85;0.129455;8.61;;4.89;41.46;0.78198;0.247611;;;0.864435;;0.556774;2.32;;22.97;1.79;1.8;17.22;2.19;0.224013;1.17;4.87;3.68;4.38;1.39;;2.27
"	2017-12-09 ";15178.2;473.5;0.244708;4.06;155.24;1410.06;2.61;0.135122;1.02;0.119609;0.004473;;262.53;4.68;723.61;426;;35.71;29.09;3.41;0.445482;316.63;;0.185353;8.72;;0.002617;8.58;12.08;;243.1;;;8.21;53.53;0.238859;0.241584;;29.09;;0.178565;1.88;;0.014542;0.002736;1.67;0.80908;;33.57;0.040201;;;0.623724;0.515496;3.15;0.008588;0.162896;0.008278;;;;9.16;;;;0.311389;0.059394;0.566157;28.03;;;3.8;;;2.43;22.06;3.68;0.41746;;13.93;;0.492488;0.053985;;;12.32;0.105961;8.08;;4.75;43.7;0.758042;0.236416;;;0.851667;;0.585786;2.41;;22.06;1.65;1.74;16.27;2.1;0.205332;1.1;4.53;3.95;4.18;1.29;;3.92
"	2017-12-10 ";15455.4;441.72;0.237333;3.77;148.66;1323.07;2.48;0.119263;1.02;0.110281;0.004408;;245.33;4.13;688.67;399.8;;33.31;26.51;3.45;0.393966;291.1;;0.175097;9.76;;0.002547;7.95;11.05;;228.87;;;7.94;56.19;0.252898;0.228401;;28.07;;0.169324;1.76;;0.012993;0.002549;1.67;0.922739;;39.75;0.043897;;;0.579934;0.438396;2.87;0.008294;0.155691;0.007685;;;;9.2;;;;0.290772;0.052374;0.54803;23.85;;;3.49;;;2.2;19.65;3.99;0.415603;;13.16;;0.447874;0.075622;;;13.52;0.106676;7;;4.33;39.41;0.690941;0.203598;;;0.767329;;0.51172;2.24;;22.5;1.51;1.84;15.67;2.28;0.182608;0.974007;4.42;3.84;3.61;1.53;;6.35
